电影名称,海报地址,评分,评论人数,类型,上映日期,片长,导演,主演,国家/地区,语言,简介
上帝也疯狂TheGodsMustBeCrazy,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553013410.jpg,8.7,143529,喜剧,1980-09-10(南非)/1981-08-21(挪威),104分钟,加美·尤伊斯,马瑞斯·威尔斯/Sandra Prinsloo/历苏/Louw Verwey/Michael Thys,南非/博茨瓦纳,英语/南非荷兰语/Ungwatsi,广袤无垠的非洲大陆，现代文明与原始社会和谐共存。在离现代大都市六千公里的卡拉哈里沙漠腹地，生活着仍未受到外来文明影响的布须曼人。他们刀耕火种，狩猎农作，过着与世无争、敬畏自然的平静生活。某天，一支来自现代文明的可乐瓶打乱了他们一成不变的日子。最先发现瓶子的基（N!xau 饰）将其带回部落，族人惊叹可乐瓶子的完美构造和繁多的用途，认为这是上帝赐予他们的礼物。可是兴奋的心情很快为别样的情绪所取代，习惯了平等共有的族人开始想要将瓶子据为己有，矛盾悄然而生。基不愿看到族人发生争吵与殴斗，于是决定将可乐瓶还给上帝，只为恢复曾经平静快乐的生活……
熊出没之过年,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2236922385.jpg,8.8,51602,剧情/喜剧/动画/家庭/儿童/冒险,2013-02-08(中国大陆),68分钟,丁亮,张秉君/张伟/辛媛/万丹青/谭笑/刘思奇/马浩伦,中国大陆,汉语普通话,春节将至，外出工作的人都归心似箭，匆匆赶回家中和亲人团聚。光头强（谭笑 配音）因为没钱买回家的车票，只能替李老板（张伟 配音）砍树来赚取路费。熊大（张伟 配音）和熊二（张秉君 配音）得知他们赖以生存的家园又要遭到光头强的破坏，于是组织了一干动物们，在光头强砍树的机器上做 了手脚，机器坏了，光头强砍树的计划自然泡了汤。 无法砍树，拿不到工钱，这也就意味着光头强可能今年没办法回家过年了。得知此事，熊大和熊二动了恻隐之心，尽管光头强和他们平日里斗智斗勇，是一对冤家，但两头熊还是决定在这个节骨眼上帮助他。它们将坏掉的伐木机改装成为了汽车，打晕了光头强想要送他回家，由此引发了一连串的笑话。
再见列宁GoodByeLenin!,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p478546260.jpg,8.8,90113,剧情/喜剧,2003-02-09(柏林电影节)/2003-02-13(德国),121分钟,沃尔夫冈·贝克,丹尼尔·布鲁赫/卡特琳·萨斯/丘尔潘·哈马托娃/弗洛里安·卢卡斯/亚历山大·拜尔,德国,德语,克里斯蒂娜（凯萨琳·萨斯 Kathrin Sass 饰）衷心拥护着社会主义东德，她的丈夫已经逃往西德，剩下她一人抚养一对儿女阿丽安娜（玛丽亚·西蒙 Maria Simon 饰）和阿历克斯（丹尼尔·布鲁赫 Daniel Brühl 饰）。1989年，阿历克斯上街游行被捕，母亲目睹了这一幕，心脏病发晕倒过去，不省人事了好一段时间。 当她醒来，她熟悉的国家已经改变——柏林墙推倒，民主德国的社会主义也随之瓦解。 医生说，克里斯蒂娜不能再受刺激了。于是儿子想方设法营造一个过往的世界给母亲。母亲因此得以活在过去的民主德国里：包括邻居的衣饰，电视的新闻，换成苏联食品的罐头。然而，阿历克斯用心良苦不可能掩饰庞大的现实世界。终于，儿子以自己的方式去和母亲讲述东德的变迁。
红猪紅の豚,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2899263477.jpg,8.6,273097,喜剧/动画/冒险,2023-11-17(中国大陆)/1992-07-18(日本),94分钟,宫崎骏,森山周一郎/加藤登纪子/冈村明美/桂三枝/上条恒彦/大塚明夫/关弘子/阪脩/田中信夫/野本礼三/仁内建之/岛香裕/藤本让/松尾银三/新井一典/矢田稔/辻村真人/稻垣雅之/大森章督/古本新之辅/中泽敦子/中津川浩子/森山祐嗣/松冈章夫/佐藤广纯/种田文子/井上大辅/佐藤由利/泽海阳子/喜田亚由美/远藤胜代/佐藤麻衣子/森田梨绘/剧团若草/高桥若菜,日本,日语,罗森是一战中意大利空军的王牌飞行员，但却被施了魔法变了一头猪。虽然变了猪，但罗森还是继续他的老本行，成了一位赏金猎人，专门打击在亚地里亚海空域作恶的空中劫匪。红猪侠一时威名远扬，令劫匪们闻风丧胆。匪徒们为了对付罗森，请来了超级飞行员卡基斯。卡基斯在与罗森对决中趁他发动机故障将其击落。罗森把飞机送到老朋友比克罗处修理时，遇上了比克罗的孙女菲欧。菲欧帮罗森修好了飞机，两人一起再度翱翔蓝天对付空中劫匪。 这时，卡基斯出现了，他对菲欧一见钟情。为了争夺菲欧的爱，卡基斯向罗森提出决斗。于是两人再次浴血蓝空。
海盗电台TheBoatThatRocked,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p769608791.jpg,8.6,239674,剧情/喜剧/音乐,2009-04-01(英国),116分钟,理查德·柯蒂斯,比尔·奈伊/肯尼思·布拉纳/菲利普·塞默·霍夫曼/尼克·弗罗斯特/汤姆·斯图里奇/瑞斯·伊凡斯/瑞斯·达比/克里斯·奥多德/妲露拉·莱莉/凯瑟琳·帕金森/杰克·达文波特,英国/德国/法国,英语,1966年，大西洋北海上漂浮着的一艘船，是深受不列颠听众喜爱的摇滚电台的大本营。因吸毒而退学的 Carl（汤姆·斯图里奇 Tom Sturridge 饰）被母亲 Charlotte（艾玛·汤普森 Emma Thompson 饰）送到这里，认识了 Quentin（比尔·奈伊 Bill Nighy 饰）、The Count（菲利普·塞默·霍夫曼 Philip Seymour Hoffman 饰）、Dave（尼克·弗罗斯特 Nick Frost 饰）等热爱音乐崇尚自由的人。另一方面，政府高官 Sir Alistair Dormandy（肯尼思·布拉纳 Kenneth Branagh 饰）决定设法取缔非法电台。随着政府向电台的赞助商施压，电台的收入持续降低。此时，出国两年现已享有国际盛誉的 Gavin（瑞斯·伊凡斯 Rhys Ifans 饰）决定海归，解决了...
了不起的狐狸爸爸FantasticMr.Fox,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2174698025.jpg,8.6,207044,喜剧/动画/冒险,2009-10-14(伦敦电影节)/2009-11-25(美国),87分钟,韦斯·安德森,乔治·克鲁尼/梅丽尔·斯特里普/詹森·舒瓦兹曼/埃里克·蔡斯·安德森/比尔·默瑞/华莱士·沃洛达斯基/迈克尔·刚本/威廉·达福/欧文·威尔逊/贾维斯·考科尔/韦斯·安德森/凯伦·达菲/罗宾·赫尔斯通/雨果·吉尼斯/海伦·麦克洛瑞/罗曼·科波拉/尤玛·马努夫/杰瑞米·道森/加斯·詹宁斯/布莱恩·考克斯/特里斯坦·奥利弗/詹姆斯·哈密尔顿/史蒂文·M·拉尔斯/罗伯·赫尔索夫/珍妮弗·弗切斯/艾莉森·阿巴特/茉莉·库珀/阿德里安·布罗迪/马利欧·巴塔利/马丁·巴拉德,美国,英语,本片根据挪威藉英国儿童文学作家罗尔德·达尔（Roald Dahl）的同名儿童故事改编。狐狸爸爸（乔治·克鲁尼 George Clooney 配音）和狐狸太太（梅丽尔斯·特里普 Meryl Streep 配音）在乳鸽场偷窃时得知狐狸太太怀孕，狐狸爸爸承诺二人脱逃后不再行窃。两年后，狐狸爸爸不顾獾律师（比尔·默瑞 Bill Murray 配音）的反对，执意购入了位于养鸡场、火腿商和苹果酒三农场主地界上的树屋。一心想成为运动员的狐狸儿子艾什（詹森·舒瓦兹曼 Jason Schwartzman 配音）对新搬来暂住的表兄克里斯托弗森（艾瑞克·蔡斯·安德森 Eric Chase Anderson 配音）又妒又恨；而狐狸爸爸则再次按奈不住，联合树屋管理员负鼠凯利（华莱士·沃勒德斯基 Wallace Wolodarsky 配音）秘密对三农场主再行偷窃，直到引来一场人...
开心家族헬로우고스트,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p892692364.jpg,8.6,205394,剧情/喜剧/家庭,2011-11-29(中国大陆)/2010-12-22(韩国),111分钟,金英卓,车太贤/高昌锡/张荣男/强艺元/千宝根/李文秀,韩国,韩语,生无可恋的落魄青年尚万（车太贤 饰）屡次自杀未遂，最近一次被抢救醒来后发现自己竟能看见鬼魂。“烟鬼大叔”（高昌锡 饰）、“爱哭大婶”（张英南 饰）、“变态爷爷”和“吃货小鬼”都不请自来赖上了尚万，形影不离的粘在他身边。尚万求死不能、无奈苟活，还因为与鬼魂交流而频遭旁人白眼，烦恼更甚以往。为了请走难缠的四个鬼魂，尚万动身帮助他们完成在人间未了的心愿。在为鬼魂们奔走的过程中，他与善良的护士妍秀（姜艺媛 饰）渐渐靠近，生活也出现了新的转机。 就在尚万庆幸自己终于能摆脱缠人的鬼魂们时，曾被遗忘的一幕幕过往却突如其来的浮出水面。原来，那些鬼魂一直陪伴在他生命中的每一刻，从未曾离开……
冰雪奇缘Frozen,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151245053.jpg,8.5,744106,喜剧/动画/歌舞/奇幻,2014-02-05(中国大陆)/2013-11-27(美国),102分钟,克里斯·巴克/珍妮弗·李,克里斯汀·贝尔/伊迪娜·门泽尔/乔纳森·格罗夫/乔什·加德/圣蒂诺·方塔纳/艾伦·图代克/塞伦·希德/克里斯·威廉姆斯/斯蒂芬·安德森/玛雅·威尔逊/伊迪·麦克勒格/罗伯特·派恩/莫里斯·拉马奇/珍妮弗·李/莉薇·施图本劳赫/伊娃·贝拉/斯宾塞·莱西·加纳斯/泰里·布朗/杰西·科尔蒂/杰夫·马库斯/塔克·吉莫尔/保罗·布里格斯,美国,英语/冰岛语,在四面环海、风景如画的阿伦黛尔王国，生活着两位可爱美丽的小公主，艾莎和安娜。艾莎天生具有制造冰雪的能力，随着年龄的增长，她的能力越来越强，甚至险些夺走妹妹的生命。为此国王紧闭宫门，也中断了两姐妹的联系。悲哀的海难过后，艾莎（伊迪娜·门泽尔 Idina Menzel 配音 ）终于到了加冕的年龄，各国王公齐来祝贺。艾莎战战兢兢，唯恐被人识破隐藏了多年的秘密。然而当听说安娜（克里斯汀·贝尔 Kristen Bell 配音）将要和初次见面的南埃尔斯王子汉斯（圣蒂诺·方塔纳 Santino Fontana 配音）结婚时，依然情绪失控露出了马脚。在此之后她逃到山中，构建了属于自己的冰雪王国，而阿伦黛尔也陷入可怕的寒冷之中。 安娜独自来到山中，在山民克斯托夫（乔纳森·格罗夫 Jonathan Groff 配音）的帮助下总算来到姐姐的宫殿，她能否让国家重新找回失落的...
钢的琴,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p511447359.jpg,8.5,394803,剧情/喜剧,2011-07-15(中国大陆)/2017-11-11(中国大陆重映)/2010-09-11(多伦多电影节),119分钟,张猛,王千源/秦海璐/张申英/刘谦/罗二羊/国永振/周逵/田雨/张亚希/项燕/许江宁/张惠志/刘星禹/王早来/王玥,中国大陆,汉语普通话/俄语,上世纪90年代初，东北某重工业城市。原钢厂工人陈桂林（王千源 饰）在下岗后，独自拉起了一支乐队，终日奔波在婚丧嫁娶、店铺开业的营生之中，生活勉强维持。他的妻子小菊（张申英 饰）离家出走，转投有钱的假药商人怀抱。如今小菊光鲜回归，不仅要与桂林离婚，还要争夺独生女小元的抚养权。桂林慨叹自己失败的命运，于是一心要将女儿培养成钢琴家。为了得到女儿，他四处筹措买钢琴的钱，甚至和女友淑娴（秦海璐 饰）以及当年钢厂的好哥们夜入学校偷钢琴。 当所有的办法都失败后，桂林偶然翻到一本关于钢琴的俄国文献，于是叫上伙伴们在早已破败的厂房中开始了手工制造钢琴的征途……
热天午后DogDayAfternoon,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2100141196.jpg,8.7,106927,剧情/喜剧/犯罪,1975-09-21(美国),125分钟,西德尼·吕美特,阿尔·帕西诺/约翰·凯泽尔/查尔斯·德恩/克里斯·萨兰登/詹姆斯·布罗德里克/Penelope Allen/约翰·马里奥特/苏利伯维尔/比尤拉加里克/卡罗尔·凯恩/Sandra Kazan/玛西娅·让·库尔茨/Amy Levitt/Carmine Foresta/埃斯特尔奥曼斯/加里·斯普林格,美国,英语,根据真实故事改编，美国历史上最不完善的银行抢案。 本该是10分钟完成的银行抢劫犯罪，却变成了12小时的拉锯战。桑尼（阿尔·帕西诺饰）算是美国历史上最倒霉的银行抢劫犯了。一个盛夏的下午，桑尼与同伴塞勒（约翰·卡扎雷饰）闯入纽约市布鲁克林银行，准备实施抢劫。怎奈银行刚刚完成交易，金库内根本没有现钱。倒霉的桑尼与塞勒转而劫持人质，与警方对峙提出要求。但4小时后，劫案现场被围观群众和手忙脚乱的警察弄得像游乐园一样热闹。桑尼走出银行对警察的质问居然赢得了群众的喝彩。8小时后，银行劫案登上了电视节目的实况转播，大家仿佛拍电影一样高兴。而这时夜色降临，人质亦出现了斯德哥尔摩症候群，究竟这场闹剧将以什么方式结束？
完美陌生人Perfettisconosciuti,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,8.5,529662,剧情/喜剧,2018-05-25(中国大陆)/2016-02-11(意大利),97分钟,保罗·杰诺维塞,马可·贾利尼/卡夏·斯穆特尼亚克/爱德华多·莱奥/阿尔芭·罗尔瓦赫尔/瓦莱里奥·马斯坦德雷亚/安娜·福列塔/朱塞佩·巴蒂斯通,意大利,意大利语,"三对处于各个婚姻阶段的伴侣和一个宅男，七人聚在一起吃晚餐。女主人提议下拍板决定当夜所有人分享每一个电话、每一条短信、邮件的内容,由此许多秘密开始不再是秘密，他们之间的关系也开始发生波动。无数疮痍在这场“坦白局”中被揭开，复杂的男女情感让所有人陷入困局，什么是婚姻感情中最不可触碰的底线？众人遭遇是难言的禁忌还是隐藏的真心，月食过后，谎言能否继续？"
三毛从军记,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2252295686.jpg,8.6,97251,剧情/喜剧/儿童/战争,1992-10(中国大陆),90分钟,张建亚,贾林/魏宗万/孙飞虎/朱艺/李颖,中国大陆,汉语普通话,三毛（贾林 Jia Lin 饰）从来就是银幕上喜剧人物。这次，三毛从军了。抗日战争全面爆发了，无所事事的三毛一心想着为国立功，加入了军队。不料，新兵训练的时候就笑话百出。手榴弹实弹投掷训练时，三毛一不小心就将手榴弹投到了战壕里，搞得全军上下一片乌黑。稀里糊涂的三毛随后参加了一支敢死队，笑话百出的他和队友们竟一股全歼了敌军。 抗敌有功，三毛高升到后勤部，不用再上战场了，却成了师长姨太太的跟班。整天被使唤也闹了不少笑话。不料兵败师长自杀，三毛又重投兵营。一次执行空降任务时，三毛和以前的知心战友遭到伏击，大难不死却落入深山。一等就等到了抗战结束，三毛和战友早已成了野人。
赌神賭神,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1986001156.jpg,8.5,278827,剧情/喜剧,1989-12-14(中国香港),126分钟,王晶,周润发/刘德华/王祖贤/张敏/向华强/龙方/吴孟达/成奎安,中国香港,粤语/日语/英语,高进（周润发 饰）前来香港与赌魔决斗，怎料刚抵港，便被南哥（杨泽霖 饰）追杀，结果堕入陷阱而失忆。幸得刀仔（刘德华 饰）和其女友珍（王祖贤 饰）相救，他们把高进带回家中疗养，发现高进精通赌术后，兴奋不已，想利用他来挣大钱，却反而因为高进发挥不稳亏了钱。 高进妻子遭其堂弟 高义醉酒后污辱杀害。高义进而联手南哥，设计谋害高进，四处搜罗进的藏身地点，前往追杀。逃亡之时，高进翻车受伤，竟恢复了记忆——但是却怎样也记不起失忆期间的事情。刀仔提醒进，高义并非好人，但进却已然蒙在鼓里，不知危难当头。
有话好好说,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2553967182.jpg,8.5,252296,剧情/喜剧,1997-05-16(中国大陆)/1997-09-02(威尼斯电影节),90分钟,张艺谋,姜文/李保田/瞿颖/刘信义/葛优/李雪健/尤勇智/张艺谋/赵本山/焦刚/梁冠华/李琦/方青卓/杜旭东/傅彪/陈晓花/李强/常戎/张伟平,中国大陆,汉语普通话,失恋的青年赵小帅（姜文饰）是名个体书商，他与女友安红(瞿颖饰)分手后又想和好，死缠烂打不放。不过，安红正与某娱乐公司的老板刘德龙（刘信义饰）恋爱，视对方为情敌的两人终于大打出手。 混乱之中，小帅抢过行人张秋生（李保田饰）的背包，当武器抡打，砸电线杆上将包内电脑摔坏。最终小帅仍被打伤，他发誓要报仇，将刘德龙一只手跺掉。张秋生为索赔电脑奔波于小帅与刘德龙之间，协商着息事宁人，索还电脑。而赵小帅依然为报复刘德龙寻找机会，张秋生拼命阻止，最终小帅的复仇计划离奇落空……
